V1,location_set_version_id,location_set_id,location_id,parent_id,path_to_top_parent,level,is_estimate,most_detailed,sort_order,location_name,location_ascii_name,location_name_short,location_type_id,location_type,map_id,super_region_id,super_region_name,region_id,region_name,ihme_loc_id,local_id,developed,start_date,end_date,date_inserted,last_updated,last_updated_by,last_updated_action,lancet_label
174,561,22,35455,67,"1,64,65,67,35455",4,1,1,182,Shimane,Shimane,Shimane,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35455,JP-32,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Shimane
175,561,22,35445,67,"1,64,65,67,35445",4,1,1,183,Shizuoka,Shizuoka,Shizuoka,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35445,JP-22,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Shizuoka
176,561,22,35432,67,"1,64,65,67,35432",4,1,1,184,Tochigi,Tochigi,Tochigi,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35432,JP-09,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tochigi
177,561,22,35459,67,"1,64,65,67,35459",4,1,1,185,Tokushima,Tokushima,Tokushima,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35459,JP-36,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tokushima
178,561,22,35436,67,"1,64,65,67,35436",4,1,1,186,Tōkyō,Tokyo,Tokyo,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35436,JP-13,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tōkyō
179,561,22,35454,67,"1,64,65,67,35454",4,1,1,187,Tottori,Tottori,Tottori,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35454,JP-31,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tottori
180,561,22,35439,67,"1,64,65,67,35439",4,1,1,188,Toyama,Toyama,Toyama,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35439,JP-16,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Toyama
181,561,22,35453,67,"1,64,65,67,35453",4,1,1,189,Wakayama,Wakayama,Wakayama,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35453,JP-30,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Wakayama
182,561,22,35429,67,"1,64,65,67,35429",4,1,1,190,Yamagata,Yamagata,Yamagata,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35429,JP-06,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Yamagata
183,561,22,35458,67,"1,64,65,67,35458",4,1,1,191,Yamaguchi,Yamaguchi,Yamaguchi,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35458,JP-35,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Yamaguchi
184,561,22,35442,67,"1,64,65,67,35442",4,1,1,192,Yamanashi,Yamanashi,Yamanashi,4,admin2,"",64,High-income,65,High-income Asia Pacific,JPN_35442,JP-19,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Yamanashi
185,561,22,68,65,"1,64,65,68",3,1,1,193,Republic of Korea,Republic of Korea,Republic of Korea,2,admin0,KOR,64,High-income,65,High-income Asia Pacific,KOR,KOR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,South Korea
186,561,22,69,65,"1,64,65,69",3,1,1,194,Singapore,Singapore,Singapore,2,admin0,SGP,64,High-income,65,High-income Asia Pacific,SGP,SGP,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Singapore
187,561,22,101,100,"1,64,100,101",3,1,1,196,Canada,Canada,Canada,2,admin0,CAN,64,High-income,100,High-income North America,CAN,CAN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Canada
188,561,22,349,100,"1,64,100,349",3,1,1,197,Greenland,Greenland,Greenland,8,nonsovereign,"",64,High-income,100,High-income North America,GRL,GRL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Greenland
189,561,22,102,100,"1,64,100,102",3,1,0,198,United States of America,United States of America,United States of America,2,admin0,USA,64,High-income,100,High-income North America,USA,USA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,USA
190,561,22,523,102,"1,64,100,102,523",4,1,1,199,Alabama,Alabama,Alabama,3,admin1,"",64,High-income,100,High-income North America,USA_523,US-AL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Alabama
191,561,22,524,102,"1,64,100,102,524",4,1,1,200,Alaska,Alaska,Alaska,3,admin1,"",64,High-income,100,High-income North America,USA_524,US-AK,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Alaska
192,561,22,525,102,"1,64,100,102,525",4,1,1,201,Arizona,Arizona,Arizona,3,admin1,"",64,High-income,100,High-income North America,USA_525,US-AZ,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Arizona
193,561,22,526,102,"1,64,100,102,526",4,1,1,202,Arkansas,Arkansas,Arkansas,3,admin1,"",64,High-income,100,High-income North America,USA_526,US-AR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Arkansas
194,561,22,527,102,"1,64,100,102,527",4,1,1,203,California,California,California,3,admin1,"",64,High-income,100,High-income North America,USA_527,US-CA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,California
195,561,22,528,102,"1,64,100,102,528",4,1,1,204,Colorado,Colorado,Colorado,3,admin1,"",64,High-income,100,High-income North America,USA_528,US-CO,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Colorado
196,561,22,529,102,"1,64,100,102,529",4,1,1,205,Connecticut,Connecticut,Connecticut,3,admin1,"",64,High-income,100,High-income North America,USA_529,US-CT,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Connecticut
197,561,22,530,102,"1,64,100,102,530",4,1,1,206,Delaware,Delaware,Delaware,3,admin1,"",64,High-income,100,High-income North America,USA_530,US-DE,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Delaware
198,561,22,531,102,"1,64,100,102,531",4,1,1,207,District of Columbia,District of Columbia,DC,3,admin1,"",64,High-income,100,High-income North America,USA_531,US-DC,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,"Washington, DC"
199,561,22,532,102,"1,64,100,102,532",4,1,1,208,Florida,Florida,Florida,3,admin1,"",64,High-income,100,High-income North America,USA_532,US-FL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Florida
200,561,22,533,102,"1,64,100,102,533",4,1,1,209,Georgia,Georgia,Georgia,3,admin1,"",64,High-income,100,High-income North America,USA_533,US-GA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Georgia
201,561,22,534,102,"1,64,100,102,534",4,1,1,210,Hawaii,Hawaii,Hawaii,3,admin1,"",64,High-income,100,High-income North America,USA_534,US-HI,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Hawaii
202,561,22,535,102,"1,64,100,102,535",4,1,1,211,Idaho,Idaho,Idaho,3,admin1,"",64,High-income,100,High-income North America,USA_535,US-ID,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Idaho
203,561,22,536,102,"1,64,100,102,536",4,1,1,212,Illinois,Illinois,Illinois,3,admin1,"",64,High-income,100,High-income North America,USA_536,US-IL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Illinois
204,561,22,537,102,"1,64,100,102,537",4,1,1,213,Indiana,Indiana,Indiana,3,admin1,"",64,High-income,100,High-income North America,USA_537,US-IN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Indiana
205,561,22,538,102,"1,64,100,102,538",4,1,1,214,Iowa,Iowa,Iowa,3,admin1,"",64,High-income,100,High-income North America,USA_538,US-IA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Iowa
206,561,22,539,102,"1,64,100,102,539",4,1,1,215,Kansas,Kansas,Kansas,3,admin1,"",64,High-income,100,High-income North America,USA_539,US-KS,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kansas
207,561,22,540,102,"1,64,100,102,540",4,1,1,216,Kentucky,Kentucky,Kentucky,3,admin1,"",64,High-income,100,High-income North America,USA_540,US-KY,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kentucky
208,561,22,541,102,"1,64,100,102,541",4,1,1,217,Louisiana,Louisiana,Louisiana,3,admin1,"",64,High-income,100,High-income North America,USA_541,US-LA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Louisiana
209,561,22,542,102,"1,64,100,102,542",4,1,1,218,Maine,Maine,Maine,3,admin1,"",64,High-income,100,High-income North America,USA_542,US-ME,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Maine
210,561,22,543,102,"1,64,100,102,543",4,1,1,219,Maryland,Maryland,Maryland,3,admin1,"",64,High-income,100,High-income North America,USA_543,US-MD,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Maryland
211,561,22,544,102,"1,64,100,102,544",4,1,1,220,Massachusetts,Massachusetts,Massachusetts,3,admin1,"",64,High-income,100,High-income North America,USA_544,US-MA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Massachusetts
212,561,22,545,102,"1,64,100,102,545",4,1,1,221,Michigan,Michigan,Michigan,3,admin1,"",64,High-income,100,High-income North America,USA_545,US-MI,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Michigan
213,561,22,546,102,"1,64,100,102,546",4,1,1,222,Minnesota,Minnesota,Minnesota,3,admin1,"",64,High-income,100,High-income North America,USA_546,US-MN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Minnesota
214,561,22,547,102,"1,64,100,102,547",4,1,1,223,Mississippi,Mississippi,Mississippi,3,admin1,"",64,High-income,100,High-income North America,USA_547,US-MS,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mississippi
215,561,22,548,102,"1,64,100,102,548",4,1,1,224,Missouri,Missouri,Missouri,3,admin1,"",64,High-income,100,High-income North America,USA_548,US-MO,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Missouri
216,561,22,549,102,"1,64,100,102,549",4,1,1,225,Montana,Montana,Montana,3,admin1,"",64,High-income,100,High-income North America,USA_549,US-MT,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Montana
217,561,22,550,102,"1,64,100,102,550",4,1,1,226,Nebraska,Nebraska,Nebraska,3,admin1,"",64,High-income,100,High-income North America,USA_550,US-NE,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Nebraska
218,561,22,551,102,"1,64,100,102,551",4,1,1,227,Nevada,Nevada,Nevada,3,admin1,"",64,High-income,100,High-income North America,USA_551,US-NV,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Nevada
219,561,22,552,102,"1,64,100,102,552",4,1,1,228,New Hampshire,New Hampshire,New Hampshire,3,admin1,"",64,High-income,100,High-income North America,USA_552,US-NH,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,New Hampshire
220,561,22,553,102,"1,64,100,102,553",4,1,1,229,New Jersey,New Jersey,New Jersey,3,admin1,"",64,High-income,100,High-income North America,USA_553,US-NJ,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,New Jersey
221,561,22,554,102,"1,64,100,102,554",4,1,1,230,New Mexico,New Mexico,New Mexico,3,admin1,"",64,High-income,100,High-income North America,USA_554,US-NM,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,New Mexico
222,561,22,555,102,"1,64,100,102,555",4,1,1,231,New York,New York,New York,3,admin1,"",64,High-income,100,High-income North America,USA_555,US-NY,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,New York
223,561,22,556,102,"1,64,100,102,556",4,1,1,232,North Carolina,North Carolina,N Carolina,3,admin1,"",64,High-income,100,High-income North America,USA_556,US-NC,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,North Carolina
224,561,22,557,102,"1,64,100,102,557",4,1,1,233,North Dakota,North Dakota,N Dakota,3,admin1,"",64,High-income,100,High-income North America,USA_557,US-ND,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,North Dakota
225,561,22,558,102,"1,64,100,102,558",4,1,1,234,Ohio,Ohio,Ohio,3,admin1,"",64,High-income,100,High-income North America,USA_558,US-OH,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ohio
226,561,22,559,102,"1,64,100,102,559",4,1,1,235,Oklahoma,Oklahoma,Oklahoma,3,admin1,"",64,High-income,100,High-income North America,USA_559,US-OK,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Oklahoma
227,561,22,560,102,"1,64,100,102,560",4,1,1,236,Oregon,Oregon,Oregon,3,admin1,"",64,High-income,100,High-income North America,USA_560,US-OR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Oregon
228,561,22,561,102,"1,64,100,102,561",4,1,1,237,Pennsylvania,Pennsylvania,Pennsylvania,3,admin1,"",64,High-income,100,High-income North America,USA_561,US-PA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Pennsylvania
229,561,22,562,102,"1,64,100,102,562",4,1,1,238,Rhode Island,Rhode Island,Rhode Island,3,admin1,"",64,High-income,100,High-income North America,USA_562,US-RI,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Rhode Island
230,561,22,563,102,"1,64,100,102,563",4,1,1,239,South Carolina,South Carolina,S Carolina,3,admin1,"",64,High-income,100,High-income North America,USA_563,US-SC,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,South Carolina
231,561,22,564,102,"1,64,100,102,564",4,1,1,240,South Dakota,South Dakota,S Dakota,3,admin1,"",64,High-income,100,High-income North America,USA_564,US-SD,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,South Dakota
232,561,22,565,102,"1,64,100,102,565",4,1,1,241,Tennessee,Tennessee,Tennessee,3,admin1,"",64,High-income,100,High-income North America,USA_565,US-TN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tennessee
233,561,22,566,102,"1,64,100,102,566",4,1,1,242,Texas,Texas,Texas,3,admin1,"",64,High-income,100,High-income North America,USA_566,US-TX,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Texas
234,561,22,567,102,"1,64,100,102,567",4,1,1,243,Utah,Utah,Utah,3,admin1,"",64,High-income,100,High-income North America,USA_567,US-UT,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Utah
235,561,22,568,102,"1,64,100,102,568",4,1,1,244,Vermont,Vermont,Vermont,3,admin1,"",64,High-income,100,High-income North America,USA_568,US-VT,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Vermont
236,561,22,569,102,"1,64,100,102,569",4,1,1,245,Virginia,Virginia,Virginia,3,admin1,"",64,High-income,100,High-income North America,USA_569,US-VA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Virginia
237,561,22,570,102,"1,64,100,102,570",4,1,1,246,Washington,Washington,Washington,3,admin1,"",64,High-income,100,High-income North America,USA_570,US-WA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Washington
238,561,22,571,102,"1,64,100,102,571",4,1,1,247,West Virginia,West Virginia,W Virginia,3,admin1,"",64,High-income,100,High-income North America,USA_571,US-WV,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,West Virginia
239,561,22,572,102,"1,64,100,102,572",4,1,1,248,Wisconsin,Wisconsin,Wisconsin,3,admin1,"",64,High-income,100,High-income North America,USA_572,US-WI,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Wisconsin
240,561,22,573,102,"1,64,100,102,573",4,1,1,249,Wyoming,Wyoming,Wyoming,3,admin1,"",64,High-income,100,High-income North America,USA_573,US-WY,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Wyoming
241,561,22,97,96,"1,64,96,97",3,1,1,251,Argentina,Argentina,Argentina,2,admin0,ARG,64,High-income,96,Southern Latin America,ARG,ARG,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Argentina
242,561,22,98,96,"1,64,96,98",3,1,1,252,Chile,Chile,Chile,2,admin0,CHL,64,High-income,96,Southern Latin America,CHL,CHL,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chile
243,561,22,99,96,"1,64,96,99",3,1,1,253,Uruguay,Uruguay,Uruguay,2,admin0,URY,64,High-income,96,Southern Latin America,URY,URY,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Uruguay
244,561,22,74,73,"1,64,73,74",3,1,1,255,Andorra,Andorra,Andorra,2,admin0,AND,64,High-income,73,Western Europe,AND,AND,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Andorra
245,561,22,75,73,"1,64,73,75",3,1,1,256,Austria,Austria,Austria,2,admin0,AUT,64,High-income,73,Western Europe,AUT,AUT,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Austria
246,561,22,76,73,"1,64,73,76",3,1,1,257,Belgium,Belgium,Belgium,2,admin0,BEL,64,High-income,73,Western Europe,BEL,BEL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Belgium
247,561,22,77,73,"1,64,73,77",3,1,1,258,Cyprus,Cyprus,Cyprus,2,admin0,CYP,64,High-income,73,Western Europe,CYP,CYP,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Cyprus
248,561,22,78,73,"1,64,73,78",3,1,1,259,Denmark,Denmark,Denmark,2,admin0,DNK,64,High-income,73,Western Europe,DNK,DNK,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Denmark
249,561,22,79,73,"1,64,73,79",3,1,1,260,Finland,Finland,Finland,2,admin0,FIN,64,High-income,73,Western Europe,FIN,FIN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Finland
250,561,22,80,73,"1,64,73,80",3,1,1,261,France,France,France,2,admin0,FRA,64,High-income,73,Western Europe,FRA,FRA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,France
251,561,22,81,73,"1,64,73,81",3,1,1,262,Germany,Germany,Germany,2,admin0,DEU,64,High-income,73,Western Europe,DEU,DEU,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Germany
252,561,22,82,73,"1,64,73,82",3,1,1,263,Greece,Greece,Greece,2,admin0,GRC,64,High-income,73,Western Europe,GRC,GRC,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Greece
253,561,22,83,73,"1,64,73,83",3,1,1,264,Iceland,Iceland,Iceland,2,admin0,ISL,64,High-income,73,Western Europe,ISL,ISL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Iceland
254,561,22,84,73,"1,64,73,84",3,1,1,265,Ireland,Ireland,Ireland,2,admin0,IRL,64,High-income,73,Western Europe,IRL,IRL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ireland
255,561,22,85,73,"1,64,73,85",3,1,1,266,Israel,Israel,Israel,2,admin0,ISR,64,High-income,73,Western Europe,ISR,ISR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Israel
256,561,22,86,73,"1,64,73,86",3,1,0,267,Italy,Italy,Italy,2,admin0,ITA,64,High-income,73,Western Europe,ITA,ITA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Italy
257,561,22,35507,86,"1,64,73,86,35507",4,1,1,268,Abruzzo,Abruzzo,Abruzzo,3,admin1,"",64,High-income,73,Western Europe,ITA_35507,IT-65,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Abruzzo
258,561,22,35511,86,"1,64,73,86,35511",4,1,1,269,Basilicata,Basilicata,Basilicata,3,admin1,"",64,High-income,73,Western Europe,ITA_35511,IT-77,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Basilicata
259,561,22,35512,86,"1,64,73,86,35512",4,1,1,270,Calabria,Calabria,Calabria,3,admin1,"",64,High-income,73,Western Europe,ITA_35512,IT-78,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Calabria
260,561,22,35509,86,"1,64,73,86,35509",4,1,1,271,Campania,Campania,Campania,3,admin1,"",64,High-income,73,Western Europe,ITA_35509,IT-72,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Campania
261,561,22,35502,86,"1,64,73,86,35502",4,1,1,272,Emilia-Romagna,Emilia-Romagna,Emilia-Romagna,3,admin1,"",64,High-income,73,Western Europe,ITA_35502,IT-45,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Emilia-Romagna
262,561,22,35501,86,"1,64,73,86,35501",4,1,1,273,Friuli-Venezia Giulia,Friuli-Venezia Giulia,Friuli-Venezia Giulia,3,admin1,"",64,High-income,73,Western Europe,ITA_35501,IT-36,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Friuli-Venezia Giulia
263,561,22,35506,86,"1,64,73,86,35506",4,1,1,274,Lazio,Lazio,Lazio,3,admin1,"",64,High-income,73,Western Europe,ITA_35506,IT-62,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lazio
264,561,22,35496,86,"1,64,73,86,35496",4,1,1,275,Liguria,Liguria,Liguria,3,admin1,"",64,High-income,73,Western Europe,ITA_35496,IT-42,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Liguria
265,561,22,35497,86,"1,64,73,86,35497",4,1,1,276,Lombardia,Lombardia,Lombardia,3,admin1,"",64,High-income,73,Western Europe,ITA_35497,IT-25,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lombardia
266,561,22,35505,86,"1,64,73,86,35505",4,1,1,277,Marche,Marche,Marche,3,admin1,"",64,High-income,73,Western Europe,ITA_35505,IT-57,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Marche
267,561,22,35508,86,"1,64,73,86,35508",4,1,1,278,Molise,Molise,Molise,3,admin1,"",64,High-income,73,Western Europe,ITA_35508,IT-67,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Molise
268,561,22,35494,86,"1,64,73,86,35494",4,1,1,279,Piemonte,Piemonte,Piemonte,3,admin1,"",64,High-income,73,Western Europe,ITA_35494,IT-21,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Piemonte
269,561,22,35498,86,"1,64,73,86,35498",4,1,1,280,Provincia autonoma di Bolzano,Provincia autonoma di Bolzano,Prov. autonoma di Bolzano,3,admin1,"",64,High-income,73,Western Europe,ITA_35498,IT-BZ,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Prov. autonoma di Bolzano
270,561,22,35499,86,"1,64,73,86,35499",4,1,1,281,Provincia autonoma di Trento,Provincia autonoma di Trento,Prov. autonoma di Trento,3,admin1,"",64,High-income,73,Western Europe,ITA_35499,IT-TN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Prov. autonoma di Trento
271,561,22,35510,86,"1,64,73,86,35510",4,1,1,282,Puglia,Puglia,Puglia,3,admin1,"",64,High-income,73,Western Europe,ITA_35510,IT-75,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Puglia
272,561,22,35514,86,"1,64,73,86,35514",4,1,1,283,Sardegna,Sardegna,Sardegna,3,admin1,"",64,High-income,73,Western Europe,ITA_35514,IT-88,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sardegna
273,561,22,35513,86,"1,64,73,86,35513",4,1,1,284,Sicilia,Sicilia,Sicilia,3,admin1,"",64,High-income,73,Western Europe,ITA_35513,IT-82,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Sicilia
274,561,22,35503,86,"1,64,73,86,35503",4,1,1,285,Toscana,Toscana,Toscana,3,admin1,"",64,High-income,73,Western Europe,ITA_35503,IT-52,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Toscana
