V1,location_set_version_id,location_set_id,location_id,parent_id,path_to_top_parent,level,is_estimate,most_detailed,sort_order,location_name,location_ascii_name,location_name_short,location_type_id,location_type,map_id,super_region_id,super_region_name,region_id,region_name,ihme_loc_id,local_id,developed,start_date,end_date,date_inserted,last_updated,last_updated_by,last_updated_action,lancet_label
1,561,22,33,32,"1,31,32,33",3,1,1,4,Armenia,Armenia,Armenia,2,admin0,ARM,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,ARM,ARM,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Armenia
2,561,22,34,32,"1,31,32,34",3,1,1,5,Azerbaijan,Azerbaijan,Azerbaijan,2,admin0,AZE,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,AZE,AZE,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Azerbaijan
3,561,22,35,32,"1,31,32,35",3,1,1,6,Georgia,Georgia,Georgia,2,admin0,GEO,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,GEO,GEO,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Georgia
4,561,22,36,32,"1,31,32,36",3,1,1,7,Kazakhstan,Kazakhstan,Kazakhstan,2,admin0,KAZ,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,KAZ,KAZ,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kazakhstan
5,561,22,37,32,"1,31,32,37",3,1,1,8,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,2,admin0,KGZ,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,KGZ,KGZ,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kyrgyzstan
6,561,22,38,32,"1,31,32,38",3,1,1,9,Mongolia,Mongolia,Mongolia,2,admin0,MNG,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,MNG,MNG,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mongolia
7,561,22,39,32,"1,31,32,39",3,1,1,10,Tajikistan,Tajikistan,Tajikistan,2,admin0,TJK,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,TJK,TJK,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Tajikistan
8,561,22,40,32,"1,31,32,40",3,1,1,11,Turkmenistan,Turkmenistan,Turkmenistan,2,admin0,TKM,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,TKM,TKM,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Turkmenistan
9,561,22,41,32,"1,31,32,41",3,1,1,12,Uzbekistan,Uzbekistan,Uzbekistan,2,admin0,UZB,31,"Central Europe, Eastern Europe, and Central Asia",32,Central Asia,UZB,UZB,0,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Uzbekistan
10,561,22,43,42,"1,31,42,43",3,1,1,14,Albania,Albania,Albania,2,admin0,ALB,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,ALB,ALB,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Albania
11,561,22,44,42,"1,31,42,44",3,1,1,15,Bosnia and Herzegovina,Bosnia and Herzegovina,Bosnia and Herzegovina,2,admin0,BIH,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,BIH,BIH,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bosnia and Herzegovina
12,561,22,45,42,"1,31,42,45",3,1,1,16,Bulgaria,Bulgaria,Bulgaria,2,admin0,BGR,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,BGR,BGR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bulgaria
13,561,22,46,42,"1,31,42,46",3,1,1,17,Croatia,Croatia,Croatia,2,admin0,HRV,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,HRV,HRV,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Croatia
14,561,22,47,42,"1,31,42,47",3,1,1,18,Czechia,Czechia,Czechia,2,admin0,CZE,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,CZE,CZE,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Czech Republic
15,561,22,48,42,"1,31,42,48",3,1,1,19,Hungary,Hungary,Hungary,2,admin0,HUN,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,HUN,HUN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Hungary
16,561,22,50,42,"1,31,42,50",3,1,1,20,Montenegro,Montenegro,Montenegro,2,admin0,MNE,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,MNE,MNE,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Montenegro
17,561,22,49,42,"1,31,42,49",3,1,1,21,North Macedonia,North Macedonia,North Macedonia,2,admin0,MKD,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,MKD,MKD,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,North Macedonia
18,561,22,51,42,"1,31,42,51",3,1,0,22,Poland,Poland,Poland,2,admin0,POL,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL,POL,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Poland
19,561,22,53660,51,"1,31,42,51,53660",4,1,1,23,Dolnośląskie,Dolnoslaskie,Dolnośląskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53660,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Dolnośląskie
20,561,22,53661,51,"1,31,42,51,53661",4,1,1,24,Kujawsko-Pomorskie,Kujawsko-Pomorskie,Kujawsko-Pomorskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53661,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kujawsko-Pomorskie
21,561,22,53662,51,"1,31,42,51,53662",4,1,1,25,Łódzkie,Lodzkie,Łódzkie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53662,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Łódzkie
22,561,22,53663,51,"1,31,42,51,53663",4,1,1,26,Lubelskie,Lubelskie,Lubelskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53663,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lubelskie
23,561,22,53664,51,"1,31,42,51,53664",4,1,1,27,Lubuskie,Lubuskie,Lubuskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53664,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lubuskie
24,561,22,53665,51,"1,31,42,51,53665",4,1,1,28,Małopolskie,Malopolskie,Małopolskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53665,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Małopolskie
25,561,22,53666,51,"1,31,42,51,53666",4,1,1,29,Mazowieckie,Mazowieckie,Mazowieckie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53666,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Mazowieckie
26,561,22,53667,51,"1,31,42,51,53667",4,1,1,30,Opolskie,Opolskie,Opolskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53667,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Opolskie
27,561,22,53668,51,"1,31,42,51,53668",4,1,1,31,Podkarpackie,Podkarpackie,Podkarpackie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53668,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Podkarpackie
28,561,22,53669,51,"1,31,42,51,53669",4,1,1,32,Podlaskie,Podlaskie,Podlaskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53669,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Podlaskie
29,561,22,53670,51,"1,31,42,51,53670",4,1,1,33,Pomorskie,Pomorskie,Pomorskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53670,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Pomorskie
30,561,22,53671,51,"1,31,42,51,53671",4,1,1,34,Śląskie,Slaskie,Śląskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53671,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Śląskie
31,561,22,53672,51,"1,31,42,51,53672",4,1,1,35,Świętokrzyskie,Swietokrzyskie,Świętokrzyskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53672,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Świętokrzyskie
32,561,22,53673,51,"1,31,42,51,53673",4,1,1,36,Warmińsko-Mazurskie,Warminsko-Mazurskie,Warmińsko-Mazurskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53673,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Warmińsko-Mazurskie
33,561,22,53674,51,"1,31,42,51,53674",4,1,1,37,Wielkopolskie,Wielkopolskie,Wielkopolskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53674,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Wielkopolskie
34,561,22,53675,51,"1,31,42,51,53675",4,1,1,38,Zachodniopomorskie,Zachodniopomorskie,Zachodniopomorskie,3,admin1,"",31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,POL_53675,"",,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Zachodniopomorskie
35,561,22,52,42,"1,31,42,52",3,1,1,39,Romania,Romania,Romania,2,admin0,ROU,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,ROU,ROU,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Romania
36,561,22,53,42,"1,31,42,53",3,1,1,40,Serbia,Serbia,Serbia,2,admin0,SRB,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,SRB,SRB,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Serbia
37,561,22,54,42,"1,31,42,54",3,1,1,41,Slovakia,Slovakia,Slovakia,2,admin0,SVK,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,SVK,SVK,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Slovakia
38,561,22,55,42,"1,31,42,55",3,1,1,42,Slovenia,Slovenia,Slovenia,2,admin0,SVN,31,"Central Europe, Eastern Europe, and Central Asia",42,Central Europe,SVN,SVN,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Slovenia
39,561,22,57,56,"1,31,56,57",3,1,1,44,Belarus,Belarus,Belarus,2,admin0,BLR,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,BLR,BLR,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Belarus
40,561,22,58,56,"1,31,56,58",3,1,1,45,Estonia,Estonia,Estonia,2,admin0,EST,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,EST,EST,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Estonia
41,561,22,59,56,"1,31,56,59",3,1,1,46,Latvia,Latvia,Latvia,2,admin0,LVA,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,LVA,LVA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Latvia
42,561,22,60,56,"1,31,56,60",3,1,1,47,Lithuania,Lithuania,Lithuania,2,admin0,LTU,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,LTU,LTU,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lithuania
43,561,22,61,56,"1,31,56,61",3,1,1,48,Republic of Moldova,Republic of Moldova,Republic of Moldova,2,admin0,MDA,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,MDA,MDA,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Moldova
44,561,22,62,56,"1,31,56,62",3,1,0,49,Russian Federation,Russian Federation,Russian Federation,2,admin0,RUS,31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS,RUS,1,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Russia
45,561,22,44971,62,"1,31,56,62,44971",4,1,1,50,Altai kray,Altai kray,Altai,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44971,1101,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Altay krai
46,561,22,44983,62,"1,31,56,62,44983",4,1,1,51,Amur oblast,Amur oblast,Amur,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44983,1110,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Amur oblast
47,561,22,44924,62,"1,31,56,62,44924",4,1,1,52,Arkhangelsk oblast without Nenets autonomous district,Arkhangelsk oblast without Nenets autonomous district,Arkhangelsk w/o nenets,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44924,1111,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Arkhangelsk oblast without Nenets autonomous district
48,561,22,44936,62,"1,31,56,62,44936",4,1,1,53,Astrakhan oblast,Astrakhan oblast,Astrakhan,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44936,1112,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Astrakhan oblast
49,561,22,44903,62,"1,31,56,62,44903",4,1,1,54,Belgorod oblast,Belgorod oblast,Belgorod,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44903,1114,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Belgorod oblast
50,561,22,44904,62,"1,31,56,62,44904",4,1,1,55,Bryansk oblast,Bryansk oblast,Bryansk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44904,1115,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Bryansk oblast
51,561,22,44945,62,"1,31,56,62,44945",4,1,1,56,Chechen Republic,Chechen Republic,Chechen,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44945,1196,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chechen Republic
52,561,22,44966,62,"1,31,56,62,44966",4,1,1,57,Chelyabinsk oblast,Chelyabinsk oblast,Chelyabinsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44966,1175,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chelyabinsk oblast
53,561,22,44987,62,"1,31,56,62,44987",4,1,1,58,Chukchi autonomous area,Сhukchi autonomous area,Chukchi,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44987,1177,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chukotka Autonomous Okrug
54,561,22,44952,62,"1,31,56,62,44952",4,1,1,59,Chuvash Republic,Chuvash Republic,Chuvash,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44952,1197,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Chuvash Republic
55,561,22,44974,62,"1,31,56,62,44974",4,1,1,60,Irkutsk oblast,Irkutsk oblast,Irkutsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44974,1125,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Irkutsk oblast
56,561,22,44907,62,"1,31,56,62,44907",4,1,1,61,Ivanovo oblast,Ivanovo oblast,Ivanovo,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44907,1124,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Ivanovo oblast
57,561,22,44986,62,"1,31,56,62,44986",4,1,1,62,Jewish autonomous oblast,Jewish autonomous oblast,Jewish,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44986,1199,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Jewish autonomous oblast
58,561,22,44942,62,"1,31,56,62,44942",4,1,1,63,Kabardian-Balkar Republic,Kabardian-Balkar Republic,Kabardian,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44942,1183,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kabardino-Balkarian Republic
59,561,22,44926,62,"1,31,56,62,44926",4,1,1,64,Kaliningrad oblast,Kaliningrad oblast,Kaliningrad,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44926,1127,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kaliningrad oblast
60,561,22,44908,62,"1,31,56,62,44908",4,1,1,65,Kaluga oblast,Kaluga oblast,Kaluga,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44908,1129,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kaluga oblast
61,561,22,44980,62,"1,31,56,62,44980",4,1,1,66,Kamchatka kray,Kamchatka kray,Kamchatka,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44980,1130,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kamchatka krai
62,561,22,44943,62,"1,31,56,62,44943",4,1,1,67,Karachaev-Chercassian Republic,Karachaev-Chercassian Republic,Karachaev,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44943,1191,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Karachayevo-Chircassian Republic
63,561,22,44975,62,"1,31,56,62,44975",4,1,1,68,Kemerovo oblast,Kemerovo oblast,Kemerovo,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44975,1132,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kemerovo oblast
64,561,22,44982,62,"1,31,56,62,44982",4,1,1,69,Khabarovsk kray,Khabarovsk kray,Khabarovsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44982,1108,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Khabarovsk krai
65,561,22,44963,62,"1,31,56,62,44963",4,1,1,70,Khanty-Mansi autonomous area,Khanty-Mansi autonomous area,Khanty,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44963,171,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Khanty-Mansi autonomous area
66,561,22,44954,62,"1,31,56,62,44954",4,1,1,71,Kirov oblast,Kirov oblast,Kirov,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44954,1133,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kirov oblast
67,561,22,44922,62,"1,31,56,62,44922",4,1,1,72,Komi Republic,Komi Republic,Komi,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44922,1187,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Republic of Komi
68,561,22,44909,62,"1,31,56,62,44909",4,1,1,73,Kostroma oblast,Kostroma oblast,Kostroma,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44909,1134,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kostroma oblast
69,561,22,44935,62,"1,31,56,62,44935",4,1,1,74,Krasnodar kray,Krasnodar kray,Krasnodar,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44935,1103,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Krasnodar krai
70,561,22,44973,62,"1,31,56,62,44973",4,1,1,75,Krasnoyarsk kray,Krasnoyarsk kray,Krasnoyarsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44973,1104,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Krasnoyarsk krai
71,561,22,44961,62,"1,31,56,62,44961",4,1,1,76,Kurgan oblast,Kurgan oblast,Kurgan,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44961,1137,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kurgan oblast
72,561,22,44910,62,"1,31,56,62,44910",4,1,1,77,Kursk oblast,Kursk oblast,Kursk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44910,1138,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Kursk oblast
73,561,22,44927,62,"1,31,56,62,44927",4,1,1,78,Leningrad oblast,Leningrad oblast,Leningrad,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44927,1141,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Leningrad oblast
74,561,22,44911,62,"1,31,56,62,44911",4,1,1,79,Lipetzk oblast,Lipetzk oblast,Lipetzk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44911,1142,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Lipetzk oblast
75,561,22,44984,62,"1,31,56,62,44984",4,1,1,80,Magadan oblast,Magadan oblast,Magadan,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44984,1144,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Magadan oblast
76,561,22,44920,62,"1,31,56,62,44920",4,1,1,81,Moscow City,Moscow City,Moscow City,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44920,1145,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,"Moscow, city of"
77,561,22,44912,62,"1,31,56,62,44912",4,1,1,82,Moscow oblast,Moscow oblast,Moskva,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44912,1146,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Moscow oblast
78,561,22,44928,62,"1,31,56,62,44928",4,1,1,83,Murmansk oblast,Murmansk oblast,Murmansk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44928,1147,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Murmansk oblast
79,561,22,44923,62,"1,31,56,62,44923",4,1,1,84,Nenets autonomous district,Nenets autonomous district,Nenets,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44923,111,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Nenets autonomous district
80,561,22,44955,62,"1,31,56,62,44955",4,1,1,85,Nizhny Novgorod oblast,Nizhny Novgorod oblast,Nizhny,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44955,1122,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Nizhny Novgorod oblast
81,561,22,44929,62,"1,31,56,62,44929",4,1,1,86,Novgorod oblast,Novgorod oblast,Novgorod,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44929,1149,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Novgorod oblast
82,561,22,44976,62,"1,31,56,62,44976",4,1,1,87,Novosibirsk oblast,Novosibirsk oblast,Novosibirsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44976,1150,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Novosibirsk oblast
83,561,22,44977,62,"1,31,56,62,44977",4,1,1,88,Omsk oblast,Omsk oblast,Omsk,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44977,1152,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Omsk oblast
84,561,22,44956,62,"1,31,56,62,44956",4,1,1,89,Orenburg oblast,Orenburg oblast,Orenburg,4,admin2,"",31,"Central Europe, Eastern Europe, and Central Asia",56,Eastern Europe,RUS_44956,1153,,2019-10-22 14:05:01,,2019-10-22 14:05:01,2019-10-22 14:05:01,cathc19,INSERT,Orenburg oblast
